Choicesituation,Block,question,mode,cost,alt,striper_length,bluefish_length,striper_keep,striper_rel,bluefish_keep,bluefish_rel,opt_out,fish_other_species,version
70,12,12,CHARTER BOAT,300,2,38,24,2,5,0,0,0,0,CHARTER BOAT Block 12
70,12,12,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 12
70,12,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 12
71,12,13,CHARTER BOAT,225,1,43,12,3,4,6,1,0,0,CHARTER BOAT Block 12
71,12,13,CHARTER BOAT,75,2,33,28,3,0,0,0,0,0,CHARTER BOAT Block 12
71,12,13,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 12
71,12,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 12
72,12,14,CHARTER BOAT,225,1,28,12,1,0,1,0,0,0,CHARTER BOAT Block 12
72,12,14,CHARTER BOAT,75,2,18,34,0,1,1,0,0,0,CHARTER BOAT Block 12
72,12,14,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 12
72,12,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 12
73,13,9,CHARTER BOAT,225,1,43,28,0,6,0,0,0,0,CHARTER BOAT Block 13
73,13,9,CHARTER BOAT,75,2,23,12,0,3,0,0,0,0,CHARTER BOAT Block 13
73,13,9,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
73,13,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
74,13,10,CHARTER BOAT,300,1,43,12,0,6,6,1,0,0,CHARTER BOAT Block 13
74,13,10,CHARTER BOAT,150,2,33,12,1,0,0,0,0,0,CHARTER BOAT Block 13
74,13,10,CHARTER BOAT,225,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
74,13,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
75,13,11,CHARTER BOAT,225,1,18,12,0,3,0,0,0,0,CHARTER BOAT Block 13
75,13,11,CHARTER BOAT,75,2,23,34,0,1,0,0,0,0,CHARTER BOAT Block 13
75,13,11,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
75,13,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
76,13,12,CHARTER BOAT,150,1,38,12,0,0,6,1,0,0,CHARTER BOAT Block 13
76,13,12,CHARTER BOAT,300,2,33,34,3,4,6,0,0,0,CHARTER BOAT Block 13
76,13,12,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
76,13,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
77,13,13,CHARTER BOAT,300,1,38,12,3,4,1,0,0,0,CHARTER BOAT Block 13
77,13,13,CHARTER BOAT,150,2,43,34,1,0,1,0,0,0,CHARTER BOAT Block 13
77,13,13,CHARTER BOAT,225,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
77,13,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
78,13,14,CHARTER BOAT,300,1,43,20,0,3,1,0,0,0,CHARTER BOAT Block 13
78,13,14,CHARTER BOAT,225,2,23,34,0,0,3,0,0,0,CHARTER BOAT Block 13
78,13,14,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 13
78,13,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 13
79,14,9,CHARTER BOAT,300,1,28,34,1,0,3,0,0,0,CHARTER BOAT Block 14
79,14,9,CHARTER BOAT,75,2,43,20,0,0,3,0,0,0,CHARTER BOAT Block 14
79,14,9,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
79,14,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
80,14,10,CHARTER BOAT,150,1,43,12,1,0,0,0,0,0,CHARTER BOAT Block 14
80,14,10,CHARTER BOAT,300,2,38,12,1,6,1,2,0,0,CHARTER BOAT Block 14
80,14,10,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
80,14,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
81,14,11,CHARTER BOAT,150,1,23,28,1,0,1,0,0,0,CHARTER BOAT Block 14
81,14,11,CHARTER BOAT,225,2,43,34,2,5,0,0,0,0,CHARTER BOAT Block 14
81,14,11,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
81,14,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
82,14,12,CHARTER BOAT,150,1,43,34,1,0,1,0,0,0,CHARTER BOAT Block 14
82,14,12,CHARTER BOAT,225,2,43,12,1,2,0,0,0,0,CHARTER BOAT Block 14
82,14,12,CHARTER BOAT,225,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
82,14,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
83,14,13,CHARTER BOAT,300,1,38,24,3,0,0,0,0,0,CHARTER BOAT Block 14
83,14,13,CHARTER BOAT,75,2,18,34,0,1,1,0,0,0,CHARTER BOAT Block 14
83,14,13,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
83,14,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
84,14,14,CHARTER BOAT,300,1,43,34,3,4,6,1,0,0,CHARTER BOAT Block 14
84,14,14,CHARTER BOAT,150,2,23,12,0,7,0,0,0,0,CHARTER BOAT Block 14
84,14,14,CHARTER BOAT,225,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 14
84,14,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 14
85,15,9,CHARTER BOAT,225,1,28,12,3,0,0,0,0,0,CHARTER BOAT Block 15
85,15,9,CHARTER BOAT,300,2,43,28,0,7,0,0,0,0,CHARTER BOAT Block 15
85,15,9,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
85,15,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
86,15,10,CHARTER BOAT,150,1,23,12,0,3,3,0,0,0,CHARTER BOAT Block 15
86,15,10,CHARTER BOAT,225,2,43,34,1,0,6,1,0,0,CHARTER BOAT Block 15
86,15,10,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
86,15,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
87,15,11,CHARTER BOAT,75,1,18,12,0,6,0,0,0,0,CHARTER BOAT Block 15
87,15,11,CHARTER BOAT,150,2,43,24,0,1,3,4,0,0,CHARTER BOAT Block 15
87,15,11,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
87,15,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
88,15,12,CHARTER BOAT,225,1,43,34,0,0,3,4,0,0,CHARTER BOAT Block 15
88,15,12,CHARTER BOAT,150,2,23,34,0,3,0,0,0,0,CHARTER BOAT Block 15
88,15,12,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
88,15,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
89,15,13,CHARTER BOAT,75,1,18,34,0,3,3,0,0,0,CHARTER BOAT Block 15
89,15,13,CHARTER BOAT,150,2,18,12,0,7,3,0,0,0,CHARTER BOAT Block 15
89,15,13,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
89,15,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
90,15,14,CHARTER BOAT,150,1,38,12,3,4,0,0,0,0,CHARTER BOAT Block 15
90,15,14,CHARTER BOAT,75,2,18,24,0,1,3,0,0,0,CHARTER BOAT Block 15
90,15,14,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 15
90,15,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 15
91,16,9,CHARTER BOAT,75,1,18,24,0,1,0,0,0,0,CHARTER BOAT Block 16
91,16,9,CHARTER BOAT,300,2,38,20,2,1,0,0,0,0,CHARTER BOAT Block 16
91,16,9,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
91,16,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
92,16,10,CHARTER BOAT,225,1,23,34,0,3,0,0,0,0,CHARTER BOAT Block 16
92,16,10,CHARTER BOAT,150,2,18,12,0,1,0,0,0,0,CHARTER BOAT Block 16
92,16,10,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
92,16,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
93,16,11,CHARTER BOAT,150,1,43,24,0,1,0,0,0,0,CHARTER BOAT Block 16
93,16,11,CHARTER BOAT,75,2,23,12,0,3,0,0,0,0,CHARTER BOAT Block 16
93,16,11,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
93,16,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
94,16,12,CHARTER BOAT,150,1,28,12,1,0,6,0,0,0,CHARTER BOAT Block 16
94,16,12,CHARTER BOAT,225,2,23,34,3,0,6,0,0,0,CHARTER BOAT Block 16
94,16,12,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
94,16,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
95,16,13,CHARTER BOAT,300,1,38,34,1,0,3,0,0,0,CHARTER BOAT Block 16
95,16,13,CHARTER BOAT,225,2,23,16,0,1,0,0,0,0,CHARTER BOAT Block 16
95,16,13,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
95,16,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
96,16,14,CHARTER BOAT,75,1,43,16,0,0,3,0,0,0,CHARTER BOAT Block 16
96,16,14,CHARTER BOAT,300,2,18,34,0,3,1,0,0,0,CHARTER BOAT Block 16
96,16,14,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 16
96,16,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 16
97,17,9,CHARTER BOAT,75,1,23,34,0,1,0,0,0,0,CHARTER BOAT Block 17
97,17,9,CHARTER BOAT,150,2,18,16,0,3,0,0,0,0,CHARTER BOAT Block 17
97,17,9,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
97,17,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
98,17,10,CHARTER BOAT,300,1,33,12,3,4,0,0,0,0,CHARTER BOAT Block 17
98,17,10,CHARTER BOAT,225,2,43,12,3,0,0,0,0,0,CHARTER BOAT Block 17
98,17,10,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
98,17,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
99,17,11,CHARTER BOAT,150,1,43,12,1,0,1,0,0,0,CHARTER BOAT Block 17
99,17,11,CHARTER BOAT,300,2,18,24,0,7,0,0,0,0,CHARTER BOAT Block 17
99,17,11,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
99,17,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
100,17,12,CHARTER BOAT,225,1,28,12,1,2,0,0,0,0,CHARTER BOAT Block 17
100,17,12,CHARTER BOAT,300,2,18,20,1,6,1,0,0,0,CHARTER BOAT Block 17
100,17,12,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
100,17,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
101,17,13,CHARTER BOAT,300,1,18,34,0,6,3,0,0,0,CHARTER BOAT Block 17
101,17,13,CHARTER BOAT,225,2,18,12,0,7,1,0,0,0,CHARTER BOAT Block 17
101,17,13,CHARTER BOAT,75,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
101,17,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
102,17,14,CHARTER BOAT,75,1,23,34,0,1,0,0,0,0,CHARTER BOAT Block 17
102,17,14,CHARTER BOAT,225,2,43,12,2,5,3,0,0,0,CHARTER BOAT Block 17
102,17,14,CHARTER BOAT,225,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 17
102,17,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 17
103,18,9,CHARTER BOAT,300,1,33,34,2,1,0,0,0,0,CHARTER BOAT Block 18
103,18,9,CHARTER BOAT,75,2,43,34,1,0,0,0,0,0,CHARTER BOAT Block 18
103,18,9,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
103,18,9,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
104,18,10,CHARTER BOAT,75,1,18,28,3,4,0,0,0,0,CHARTER BOAT Block 18
104,18,10,CHARTER BOAT,150,2,28,34,1,0,6,1,0,0,CHARTER BOAT Block 18
104,18,10,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
104,18,10,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
105,18,11,CHARTER BOAT,150,1,43,28,0,6,0,0,0,0,CHARTER BOAT Block 18
105,18,11,CHARTER BOAT,75,2,18,16,0,1,1,0,0,0,CHARTER BOAT Block 18
105,18,11,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
105,18,11,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
106,18,12,CHARTER BOAT,75,1,43,24,2,0,1,0,0,0,CHARTER BOAT Block 18
106,18,12,CHARTER BOAT,225,2,23,34,0,7,3,4,0,0,CHARTER BOAT Block 18
106,18,12,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
106,18,12,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
107,18,13,CHARTER BOAT,300,1,23,34,0,3,1,2,0,0,CHARTER BOAT Block 18
107,18,13,CHARTER BOAT,150,2,18,12,0,1,0,0,0,0,CHARTER BOAT Block 18
107,18,13,CHARTER BOAT,300,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
107,18,13,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
108,18,14,CHARTER BOAT,75,1,33,20,1,2,1,0,0,0,CHARTER BOAT Block 18
108,18,14,CHARTER BOAT,150,2,18,12,0,7,0,0,0,0,CHARTER BOAT Block 18
108,18,14,CHARTER BOAT,150,3,0,0,0,0,0,0,0,1,CHARTER BOAT Block 18
108,18,14,CHARTER BOAT,0,4,0,0,0,0,0,0,1,0,CHARTER BOAT Block 18
1,1,9,SHORE,30,1,18,12,2,0,0,0,0,0,SHORE Block 1
1,1,9,SHORE,60,2,43,24,3,0,1,0,0,0,SHORE Block 1
1,1,9,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 1
1,1,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
2,1,10,SHORE,60,1,43,24,0,3,3,0,0,0,SHORE Block 1
2,1,10,SHORE,45,2,23,12,0,2,0,0,0,0,SHORE Block 1
2,1,10,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 1
2,1,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
3,1,11,SHORE,45,1,38,34,1,2,1,0,0,0,SHORE Block 1
3,1,11,SHORE,15,2,18,16,0,1,0,0,0,0,SHORE Block 1
3,1,11,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 1
3,1,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
4,1,12,SHORE,15,1,18,24,0,2,1,0,0,0,SHORE Block 1
4,1,12,SHORE,60,2,43,12,1,0,1,6,0,0,SHORE Block 1
4,1,12,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 1
4,1,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
5,1,13,SHORE,15,1,18,34,0,0,1,0,0,0,SHORE Block 1
5,1,13,SHORE,60,2,38,12,1,1,0,0,0,0,SHORE Block 1
5,1,13,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 1
5,1,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
6,1,14,SHORE,30,1,18,34,0,0,3,0,0,0,SHORE Block 1
6,1,14,SHORE,45,2,18,24,0,3,1,0,0,0,SHORE Block 1
6,1,14,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 1
6,1,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 1
7,2,9,SHORE,15,1,28,12,0,3,0,0,0,0,SHORE Block 2
7,2,9,SHORE,60,2,33,28,2,0,0,0,0,0,SHORE Block 2
7,2,9,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 2
7,2,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
8,2,10,SHORE,60,1,18,20,0,1,3,0,0,0,SHORE Block 2
8,2,10,SHORE,15,2,18,24,0,2,0,0,0,0,SHORE Block 2
8,2,10,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 2
8,2,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
9,2,11,SHORE,15,1,33,34,1,1,0,0,0,0,SHORE Block 2
9,2,11,SHORE,45,2,43,12,1,0,1,2,0,0,SHORE Block 2
9,2,11,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 2
9,2,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
10,2,12,SHORE,15,1,43,34,0,0,3,0,0,0,SHORE Block 2
10,2,12,SHORE,45,2,43,28,2,1,1,0,0,0,SHORE Block 2
10,2,12,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 2
10,2,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
11,2,13,SHORE,45,1,38,24,0,3,1,2,0,0,SHORE Block 2
11,2,13,SHORE,15,2,43,12,0,0,1,0,0,0,SHORE Block 2
11,2,13,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 2
11,2,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
12,2,14,SHORE,60,1,43,34,0,0,3,4,0,0,SHORE Block 2
12,2,14,SHORE,15,2,43,34,2,0,1,0,0,0,SHORE Block 2
12,2,14,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 2
12,2,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 2
13,3,9,SHORE,15,1,43,24,0,2,0,0,0,0,SHORE Block 3
13,3,9,SHORE,60,2,18,34,0,3,3,4,0,0,SHORE Block 3
13,3,9,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 3
13,3,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
14,3,10,SHORE,15,1,18,12,0,1,0,0,0,0,SHORE Block 3
14,3,10,SHORE,60,2,18,20,0,3,1,0,0,0,SHORE Block 3
14,3,10,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 3
14,3,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
15,3,11,SHORE,60,1,43,24,1,2,0,0,0,0,SHORE Block 3
15,3,11,SHORE,45,2,28,34,1,0,0,0,0,0,SHORE Block 3
15,3,11,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 3
15,3,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
16,3,12,SHORE,60,1,18,16,0,2,1,0,0,0,SHORE Block 3
16,3,12,SHORE,15,2,43,12,0,0,1,0,0,0,SHORE Block 3
16,3,12,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 3
16,3,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
17,3,13,SHORE,15,1,38,16,0,2,0,0,0,0,SHORE Block 3
17,3,13,SHORE,45,2,18,24,0,3,3,4,0,0,SHORE Block 3
17,3,13,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 3
17,3,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
18,3,14,SHORE,60,1,28,12,1,0,6,1,0,0,SHORE Block 3
18,3,14,SHORE,15,2,23,28,0,3,3,0,0,0,SHORE Block 3
18,3,14,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 3
18,3,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 3
19,4,9,SHORE,45,1,43,12,1,0,0,0,0,0,SHORE Block 4
19,4,9,SHORE,60,2,28,34,2,0,0,0,0,0,SHORE Block 4
19,4,9,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 4
19,4,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
20,4,10,SHORE,15,1,43,16,1,0,3,0,0,0,SHORE Block 4
20,4,10,SHORE,45,2,18,34,0,3,3,0,0,0,SHORE Block 4
20,4,10,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 4
20,4,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
21,4,11,SHORE,45,1,33,20,2,1,0,0,0,0,SHORE Block 4
21,4,11,SHORE,60,2,43,34,1,0,3,4,0,0,SHORE Block 4
21,4,11,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 4
21,4,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
22,4,12,SHORE,30,1,18,34,0,1,0,0,0,0,SHORE Block 4
22,4,12,SHORE,45,2,43,12,1,0,3,0,0,0,SHORE Block 4
22,4,12,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 4
22,4,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
23,4,13,SHORE,60,1,33,34,1,0,1,6,0,0,SHORE Block 4
23,4,13,SHORE,15,2,38,12,0,0,1,6,0,0,SHORE Block 4
23,4,13,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 4
23,4,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
24,4,14,SHORE,30,1,18,34,0,0,3,4,0,0,SHORE Block 4
24,4,14,SHORE,60,2,38,12,1,0,3,4,0,0,SHORE Block 4
24,4,14,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 4
24,4,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 4
25,5,9,SHORE,60,1,38,16,2,1,1,0,0,0,SHORE Block 5
25,5,9,SHORE,15,2,18,34,0,1,0,0,0,0,SHORE Block 5
25,5,9,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 5
25,5,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
26,5,10,SHORE,30,1,38,34,0,2,0,0,0,0,SHORE Block 5
26,5,10,SHORE,15,2,18,20,0,0,1,0,0,0,SHORE Block 5
26,5,10,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 5
26,5,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
27,5,11,SHORE,15,1,18,34,0,2,1,0,0,0,SHORE Block 5
27,5,11,SHORE,60,2,23,12,0,1,3,0,0,0,SHORE Block 5
27,5,11,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 5
27,5,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
28,5,12,SHORE,60,1,33,12,2,0,0,0,0,0,SHORE Block 5
28,5,12,SHORE,45,2,43,34,1,0,0,0,0,0,SHORE Block 5
28,5,12,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 5
28,5,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
29,5,13,SHORE,15,1,18,34,0,1,3,0,0,0,SHORE Block 5
29,5,13,SHORE,60,2,38,16,2,0,3,0,0,0,SHORE Block 5
29,5,13,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 5
29,5,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
30,5,14,SHORE,30,1,23,12,1,0,0,0,0,0,SHORE Block 5
30,5,14,SHORE,45,2,18,28,0,3,0,0,0,0,SHORE Block 5
30,5,14,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 5
30,5,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 5
31,6,9,SHORE,45,1,43,34,0,1,1,0,0,0,SHORE Block 6
31,6,9,SHORE,60,2,18,12,0,3,0,0,0,0,SHORE Block 6
31,6,9,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 6
31,6,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
32,6,10,SHORE,45,1,18,34,2,0,0,0,0,0,SHORE Block 6
32,6,10,SHORE,60,2,43,16,2,1,0,0,0,0,SHORE Block 6
32,6,10,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 6
32,6,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
33,6,11,SHORE,45,1,18,16,0,3,3,0,0,0,SHORE Block 6
33,6,11,SHORE,15,2,18,34,0,0,3,0,0,0,SHORE Block 6
33,6,11,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 6
33,6,11,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
34,6,12,SHORE,60,1,43,12,0,3,1,0,0,0,SHORE Block 6
34,6,12,SHORE,15,2,33,34,1,0,1,0,0,0,SHORE Block 6
34,6,12,SHORE,15,3,0,0,0,0,0,0,0,1,SHORE Block 6
34,6,12,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
35,6,13,SHORE,15,1,18,24,0,1,0,0,0,0,SHORE Block 6
35,6,13,SHORE,60,2,43,12,2,0,3,4,0,0,SHORE Block 6
35,6,13,SHORE,60,3,0,0,0,0,0,0,0,1,SHORE Block 6
35,6,13,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
36,6,14,SHORE,60,1,38,34,0,2,3,4,0,0,SHORE Block 6
36,6,14,SHORE,15,2,43,28,0,1,0,0,0,0,SHORE Block 6
36,6,14,SHORE,30,3,0,0,0,0,0,0,0,1,SHORE Block 6
36,6,14,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 6
37,7,9,SHORE,60,1,33,12,2,0,0,0,0,0,SHORE Block 7
37,7,9,SHORE,15,2,18,12,0,3,0,0,0,0,SHORE Block 7
37,7,9,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 7
37,7,9,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 7
38,7,10,SHORE,30,1,43,28,1,1,0,0,0,0,SHORE Block 7
38,7,10,SHORE,15,2,18,12,0,1,0,0,0,0,SHORE Block 7
38,7,10,SHORE,45,3,0,0,0,0,0,0,0,1,SHORE Block 7
38,7,10,SHORE,0,4,0,0,0,0,0,0,1,0,SHORE Block 7
39,7,11,SHORE,60,1,38,20,2,0,1,0,0,0,SHORE Block 7
39,7,11,SHORE,15,2,23,12,0,2,0,0,0,0,SHORE Block 7
